t,p_1,p_2,mob_A,imm_A,diss_A,seal_A,mob_B,imm_B,diss_B,seal_B,M_C,total_CO2_mass
600,1.114034E+05,1.055046E+05,1.151E-05,0.000E+00,1.627E-05,6.384E-07,0.000E+00,0.000E+00,2.235E-36,6.384E-07,1.821E-09,2.055E-04
1200,1.114140E+05,1.055108E+05,9.808E-05,1.132E-07,1.149E-04,1.120E-05,0.000E+00,0.000E+00,1.376E-28,1.120E-05,2.285E-08,4.110E-04
1800,1.114079E+05,1.055071E+05,1.891E-04,7.323E-07,2.108E-04,3.463E-05,0.000E+00,0.000E+00,7.309E-26,3.463E-05,2.322E-08,6.165E-04
2400,1.114061E+05,1.055061E+05,3.011E-04,6.829E-07,2.820E-04,5.645E-05,0.000E+00,0.000E+00,2.086E-23,5.645E-05,3.648E-08,8.220E-04
3000,1.114102E+05,1.055096E+05,4.137E-04,0.000E+00,3.519E-04,7.281E-05,0.000E+00,0.000E+00,1.798E-21,7.281E-05,9.814E-07,1.027E-03
3600,1.114075E+05,1.055083E+05,5.123E-04,3.124E-06,4.316E-04,8.690E-05,0.000E+00,0.000E+00,4.962E-20,8.690E-05,8.341E-06,1.233E-03
4200,1.114045E+05,1.055062E+05,6.577E-04,6.651E-07,4.601E-04,9.947E-05,0.000E+00,0.000E+00,1.819E-18,9.947E-05,7.786E-05,1.438E-03
4800,1.114111E+05,1.055116E+05,7.509E-04,1.977E-06,5.438E-04,1.031E-04,0.000E+00,0.000E+00,1.155E-17,1.031E-04,1.977E-04,1.644E-03
5400,1.114055E+05,1.055071E+05,9.015E-04,1.353E-07,5.559E-04,1.104E-04,0.000E+00,0.000E+00,1.048E-16,1.104E-04,9.179E-04,1.849E-03
6000,1.114108E+05,1.055113E+05,9.840E-04,7.336E-06,6.388E-04,1.137E-04,0.000E+00,0.000E+00,3.485E-16,1.137E-04,1.796E-03,2.055E-03
6600,1.114107E+05,1.055112E+05,1.147E-03,0.000E+00,6.449E-04,1.203E-04,0.000E+00,0.000E+00,1.455E-15,1.203E-04,5.669E-03,2.260E-03
7200,1.114063E+05,1.055078E+05,1.216E-03,6.731E-06,7.198E-04,1.234E-04,0.000E+00,0.000E+00,2.918E-15,1.234E-04,9.152E-03,2.466E-03
7800,1.114097E+05,1.055105E+05,1.371E-03,0.000E+00,7.323E-04,1.293E-04,0.000E+00,0.000E+00,6.632E-15,1.293E-04,2.100E-02,2.671E-03
8400,1.114078E+05,1.055090E+05,1.453E-03,4.214E-06,7.741E-04,1.348E-04,0.000E+00,0.000E+00,1.094E-14,1.348E-04,3.194E-02,2.976E-03
9000,1.114134E+05,1.055136E+05,1.578E-03,2.169E-07,8.142E-04,1.386E-04,0.000E+00,0.000E+00,1.726E-14,1.386E-04,5.616E-02,3.380E-03
9600,1.114093E+05,1.055105E+05,1.714E-03,0.000E+00,8.219E-04,1.461E-04,0.000E+00,0.000E+00,2.790E-14,1.461E-04,9.374E-02,3.784E-03
10200,1.114157E+05,1.055156E+05,1.773E-03,9.372E-06,8.959E-04,1.491E-04,0.000E+00,0.000E+00,3.887E-14,1.491E-04,1.235E-01,4.188E-03
10800,1.114164E+05,1.055163E+05,1.923E-03,0.000E+00,9.037E-04,1.551E-04,0.000E+00,0.000E+00,6.180E-14,1.551E-04,1.940E-01,4.591E-03
11400,1.114125E+05,1.055140E+05,2.013E-03,4.714E-06,9.347E-04,1.591E-04,0.000E+00,0.000E+00,8.462E-14,1.591E-04,2.579E-01,4.995E-03
12000,1.114172E+05,1.055149E+05,2.117E-03,0.000E+00,9.784E-04,1.625E-04,0.000E+00,0.000E+00,1.097E-13,1.625E-04,3.440E-01,5.399E-03
12600,1.114189E+05,1.055144E+05,2.262E-03,0.000E+00,9.830E-04,1.694E-04,0.000E+00,0.000E+00,1.541E-13,1.694E-04,4.900E-01,5.803E-03
13200,1.114149E+05,1.055103E+05,2.320E-03,7.144E-06,1.037E-03,1.724E-04,0.000E+00,0.000E+00,2.433E-13,1.724E-04,5.745E-01,6.207E-03
13800,1.114197E+05,1.055111E+05,2.440E-03,2.124E-07,1.058E-03,1.762E-04,0.000E+00,0.000E+00,1.014E-12,1.762E-04,7.451E-01,6.610E-03
14400,1.114179E+05,1.055086E+05,2.539E-03,0.000E+00,1.063E-03,1.826E-04,0.000E+00,0.000E+00,6.764E-12,1.826E-04,8.720E-01,7.014E-03
15000,1.114116E+05,1.055056E+05,2.566E-03,0.000E+00,1.065E-03,1.854E-04,6.319E-06,0.000E+00,2.917E-05,1.854E-04,9.051E-01,7.418E-03
15600,1.114184E+05,1.055067E+05,2.571E-03,0.000E+00,1.068E-03,1.876E-04,3.399E-05,4.265E-07,1.669E-04,1.876E-04,9.105E-01,7.822E-03
16200,1.114145E+05,1.055049E+05,2.573E-03,0.000E+00,1.071E-03,1.898E-04,8.793E-05,1.639E-07,2.951E-04,1.898E-04,9.126E-01,8.226E-03
16800,1.114216E+05,1.055057E+05,2.574E-03,0.000E+00,1.074E-03,1.920E-04,1.415E-04,7.941E-08,4.259E-04,1.920E-04,9.138E-01,8.629E-03
17400,1.114195E+05,1.055051E+05,2.575E-03,0.000E+00,1.077E-03,1.940E-04,2.019E-04,1.565E-06,5.485E-04,1.940E-04,9.149E-01,9.033E-03
18000,1.114201E+05,1.055048E+05,2.575E-03,0.000E+00,1.080E-03,1.961E-04,2.637E-04,8.861E-07,6.730E-04,1.961E-04,9.159E-01,9.437E-03
18600,1.113860E+05,1.055006E+05,2.528E-03,0.000E+00,1.095E-03,1.970E-04,1.973E-04,2.614E-06,7.710E-04,1.970E-04,8.692E-01,9.438E-03
19200,1.113911E+05,1.055011E+05,2.509E-03,0.000E+00,1.104E-03,1.987E-04,1.704E-04,1.990E-06,8.019E-04,1.987E-04,8.503E-01,9.438E-03
19800,1.113935E+05,1.055014E+05,2.496E-03,0.000E+00,1.111E-03,2.006E-04,1.567E-04,1.491E-06,8.148E-04,2.006E-04,8.386E-01,9.438E-03
20400,1.113939E+05,1.055014E+05,2.486E-03,0.000E+00,1.118E-03,2.026E-04,1.433E-04,2.063E-06,8.244E-04,2.026E-04,8.302E-01,9.438E-03
21000,1.113943E+05,1.055014E+05,2.478E-03,0.000E+00,1.123E-03,2.045E-04,1.291E-04,3.212E-06,8.332E-04,2.045E-04,8.235E-01,9.438E-03
21600,1.113950E+05,1.055015E+05,2.471E-03,0.000E+00,1.129E-03,2.065E-04,1.170E-04,3.007E-06,8.405E-04,2.065E-04,8.179E-01,9.438E-03
22200,1.113953E+05,1.055015E+05,2.465E-03,0.000E+00,1.134E-03,2.085E-04,1.050E-04,3.426E-06,8.467E-04,2.085E-04,8.130E-01,9.438E-03
22800,1.113957E+05,1.055016E+05,2.459E-03,0.000E+00,1.139E-03,2.105E-04,9.435E-05,3.465E-06,8.516E-04,2.105E-04,8.086E-01,9.438E-03
23400,1.113958E+05,1.055016E+05,2.453E-03,0.000E+00,1.144E-03,2.125E-04,8.427E-05,4.056E-06,8.551E-04,2.125E-04,8.046E-01,9.438E-03
24000,1.113959E+05,1.055016E+05,2.448E-03,0.000E+00,1.149E-03,2.144E-04,7.385E-05,5.712E-06,8.578E-04,2.144E-04,8.008E-01,9.438E-03
24600,1.113960E+05,1.055016E+05,2.443E-03,0.000E+00,1.154E-03,2.164E-04,6.510E-05,6.138E-06,8.600E-04,2.164E-04,7.972E-01,9.438E-03
25200,1.113960E+05,1.055016E+05,2.437E-03,0.000E+00,1.159E-03,2.184E-04,5.607E-05,7.073E-06,8.620E-04,2.184E-04,7.936E-01,9.438E-03
25800,1.113964E+05,1.055016E+05,2.432E-03,0.000E+00,1.164E-03,2.203E-04,5.056E-05,5.557E-06,8.630E-04,2.203E-04,7.902E-01,9.438E-03
26400,1.113967E+05,1.055017E+05,2.427E-03,0.000E+00,1.169E-03,2.222E-04,4.512E-05,5.136E-06,8.630E-04,2.222E-04,7.868E-01,9.438E-03
27000,1.113966E+05,1.055017E+05,2.422E-03,0.000E+00,1.174E-03,2.241E-04,4.006E-05,4.623E-06,8.627E-04,2.241E-04,7.835E-01,9.438E-03
27600,1.113967E+05,1.055017E+05,2.416E-03,0.000E+00,1.180E-03,2.261E-04,3.525E-05,4.078E-06,8.623E-04,2.261E-04,7.802E-01,9.438E-03
28200,1.113966E+05,1.055017E+05,2.411E-03,9.132E-08,1.185E-03,2.279E-04,2.935E-05,4.814E-06,8.617E-04,2.279E-04,7.770E-01,9.438E-03
28800,1.113970E+05,1.055017E+05,2.405E-03,0.000E+00,1.190E-03,2.298E-04,2.674E-05,3.150E-06,8.603E-04,2.298E-04,7.738E-01,9.438E-03
29400,1.113971E+05,1.055017E+05,2.400E-03,2.273E-07,1.195E-03,2.317E-04,2.387E-05,3.037E-06,8.576E-04,2.317E-04,7.708E-01,9.438E-03
30000,1.113971E+05,1.055017E+05,2.394E-03,3.227E-08,1.201E-03,2.335E-04,2.125E-05,3.182E-06,8.544E-04,2.335E-04,7.678E-01,9.438E-03
30600,1.113972E+05,1.055017E+05,2.389E-03,0.000E+00,1.206E-03,2.354E-04,1.920E-05,2.975E-06,8.511E-04,2.354E-04,7.650E-01,9.438E-03
31200,1.113972E+05,1.055017E+05,2.383E-03,1.382E-07,1.212E-03,2.372E-04,1.695E-05,3.124E-06,8.475E-04,2.372E-04,7.625E-01,9.438E-03
31800,1.113972E+05,1.055017E+05,2.377E-03,5.711E-07,1.218E-03,2.390E-04,1.540E-05,2.548E-06,8.439E-04,2.390E-04,7.601E-01,9.438E-03
32400,1.113973E+05,1.055017E+05,2.369E-03,2.833E-06,1.223E-03,2.408E-04,1.338E-05,2.935E-06,8.400E-04,2.408E-04,7.582E-01,9.438E-03
33000,1.113976E+05,1.055018E+05,2.363E-03,3.873E-06,1.228E-03,2.426E-04,1.250E-05,2.489E-06,8.358E-04,2.426E-04,7.570E-01,9.438E-03
33600,1.113975E+05,1.055017E+05,2.357E-03,5.344E-06,1.233E-03,2.443E-04,1.145E-05,2.439E-06,8.315E-04,2.443E-04,7.566E-01,9.438E-03
34200,1.113976E+05,1.055018E+05,2.341E-03,1.533E-05,1.238E-03,2.461E-04,1.062E-05,2.204E-06,8.272E-04,2.461E-04,7.562E-01,9.438E-03
34800,1.113976E+05,1.055018E+05,2.329E-03,2.326E-05,1.243E-03,2.479E-04,1.032E-05,1.565E-06,8.229E-04,2.479E-04,7.566E-01,9.438E-03
35400,1.113977E+05,1.055018E+05,2.321E-03,2.585E-05,1.248E-03,2.496E-04,9.503E-06,1.574E-06,8.185E-04,2.496E-04,7.577E-01,9.438E-03
36000,1.113978E+05,1.055018E+05,2.316E-03,2.642E-05,1.253E-03,2.514E-04,8.862E-06,1.389E-06,8.143E-04,2.514E-04,7.596E-01,9.438E-03
36600,1.113978E+05,1.055018E+05,2.312E-03,2.581E-05,1.257E-03,2.531E-04,8.275E-06,1.367E-06,8.100E-04,2.531E-04,7.625E-01,9.438E-03
37200,1.113978E+05,1.055018E+05,2.310E-03,2.389E-05,1.262E-03,2.548E-04,7.971E-06,1.077E-06,8.057E-04,2.548E-04,7.662E-01,9.438E-03
37800,1.113978E+05,1.055018E+05,2.308E-03,2.129E-05,1.266E-03,2.565E-04,7.000E-06,1.563E-06,8.014E-04,2.565E-04,7.709E-01,9.438E-03
38400,1.113978E+05,1.055018E+05,2.306E-03,1.890E-05,1.271E-03,2.582E-04,6.759E-06,1.293E-06,7.973E-04,2.582E-04,7.767E-01,9.438E-03
39000,1.113978E+05,1.055018E+05,2.304E-03,1.607E-05,1.276E-03,2.599E-04,6.339E-06,1.216E-06,7.933E-04,2.599E-04,7.836E-01,9.438E-03
39600,1.113979E+05,1.055018E+05,2.302E-03,1.357E-05,1.280E-03,2.616E-04,6.085E-06,9.789E-07,7.895E-04,2.616E-04,7.919E-01,9.438E-03
40200,1.113979E+05,1.055018E+05,2.300E-03,1.132E-05,1.284E-03,2.633E-04,5.495E-06,1.110E-06,7.858E-04,2.633E-04,8.017E-01,9.438E-03
40800,1.113980E+05,1.055018E+05,2.298E-03,9.479E-06,1.288E-03,2.650E-04,5.236E-06,1.026E-06,7.821E-04,2.650E-04,8.128E-01,9.438E-03
41400,1.113980E+05,1.055018E+05,2.296E-03,7.890E-06,1.292E-03,2.667E-04,4.793E-06,1.076E-06,7.786E-04,2.667E-04,8.252E-01,9.438E-03
42000,1.113980E+05,1.055018E+05,2.294E-03,6.502E-06,1.296E-03,2.683E-04,3.938E-06,1.493E-06,7.753E-04,2.683E-04,8.385E-01,9.438E-03
42600,1.113980E+05,1.055018E+05,2.291E-03,5.403E-06,1.299E-03,2.700E-04,3.904E-06,1.074E-06,7.722E-04,2.700E-04,8.525E-01,9.438E-03
43200,1.113980E+05,1.055018E+05,2.289E-03,4.678E-06,1.302E-03,2.717E-04,3.685E-06,8.206E-07,7.692E-04,2.717E-04,8.671E-01,9.438E-03
43800,1.113980E+05,1.055018E+05,2.287E-03,4.016E-06,1.305E-03,2.733E-04,3.281E-06,8.414E-07,7.661E-04,2.733E-04,8.816E-01,9.438E-03
44400,1.113980E+05,1.055018E+05,2.284E-03,3.462E-06,1.308E-03,2.750E-04,3.040E-06,6.962E-07,7.632E-04,2.750E-04,8.960E-01,9.438E-03
45000,1.113980E+05,1.055018E+05,2.281E-03,2.913E-06,1.311E-03,2.766E-04,2.467E-06,9.053E-07,7.604E-04,2.766E-04,9.100E-01,9.438E-03
45600,1.113979E+05,1.055018E+05,2.279E-03,2.467E-06,1.314E-03,2.783E-04,2.269E-06,7.705E-07,7.576E-04,2.783E-04,9.238E-01,9.438E-03
46200,1.113979E+05,1.055018E+05,2.276E-03,2.023E-06,1.318E-03,2.799E-04,2.055E-06,6.649E-07,7.549E-04,2.799E-04,9.371E-01,9.438E-03
46800,1.113980E+05,1.055018E+05,2.273E-03,1.732E-06,1.321E-03,2.815E-04,1.688E-06,6.708E-07,7.522E-04,2.815E-04,9.501E-01,9.438E-03
47400,1.113979E+05,1.055018E+05,2.270E-03,1.466E-06,1.324E-03,2.831E-04,1.488E-06,5.793E-07,7.497E-04,2.831E-04,9.626E-01,9.438E-03
48000,1.113979E+05,1.055018E+05,2.267E-03,1.217E-06,1.328E-03,2.847E-04,1.097E-06,6.503E-07,7.471E-04,2.847E-04,9.746E-01,9.438E-03
48600,1.113978E+05,1.055017E+05,2.264E-03,1.056E-06,1.331E-03,2.863E-04,9.049E-07,5.210E-07,7.447E-04,2.863E-04,9.863E-01,9.438E-03
49200,1.113978E+05,1.055017E+05,2.260E-03,8.558E-07,1.334E-03,2.879E-04,7.258E-07,3.866E-07,7.423E-04,2.879E-04,9.973E-01,9.438E-03
49800,1.113978E+05,1.055017E+05,2.257E-03,6.277E-07,1.338E-03,2.895E-04,5.288E-07,3.385E-07,7.399E-04,2.895E-04,1.008E+00,9.438E-03
50400,1.113979E+05,1.055017E+05,2.253E-03,4.303E-07,1.342E-03,2.910E-04,1.742E-07,4.933E-07,7.375E-04,2.910E-04,1.019E+00,9.438E-03
51000,1.113978E+05,1.055017E+05,2.250E-03,3.427E-07,1.346E-03,2.926E-04,2.125E-17,4.966E-07,7.352E-04,2.926E-04,1.029E+00,9.438E-03
51600,1.113978E+05,1.055017E+05,2.246E-03,2.521E-07,1.350E-03,2.942E-04,0.000E+00,2.453E-07,7.330E-04,2.942E-04,1.039E+00,9.438E-03
52200,1.113978E+05,1.055017E+05,2.242E-03,1.627E-07,1.354E-03,2.957E-04,0.000E+00,1.082E-07,7.307E-04,2.957E-04,1.049E+00,9.438E-03
52800,1.113980E+05,1.055018E+05,2.238E-03,6.373E-08,1.358E-03,2.972E-04,0.000E+00,0.000E+00,7.284E-04,2.972E-04,1.058E+00,9.438E-03
53400,1.113981E+05,1.055018E+05,2.234E-03,1.206E-08,1.362E-03,2.987E-04,0.000E+00,0.000E+00,7.260E-04,2.987E-04,1.068E+00,9.438E-03
54000,1.113981E+05,1.055018E+05,2.230E-03,0.000E+00,1.366E-03,3.002E-04,0.000E+00,0.000E+00,7.237E-04,3.002E-04,1.077E+00,9.438E-03
54600,1.113981E+05,1.055018E+05,2.226E-03,0.000E+00,1.371E-03,3.017E-04,0.000E+00,0.000E+00,7.214E-04,3.017E-04,1.086E+00,9.438E-03
55200,1.113981E+05,1.055018E+05,2.221E-03,0.000E+00,1.375E-03,3.032E-04,0.000E+00,0.000E+00,7.192E-04,3.032E-04,1.095E+00,9.438E-03
55800,1.113981E+05,1.055018E+05,2.217E-03,0.000E+00,1.380E-03,3.046E-04,0.000E+00,0.000E+00,7.170E-04,3.046E-04,1.103E+00,9.438E-03
56400,1.113980E+05,1.055017E+05,2.212E-03,0.000E+00,1.385E-03,3.061E-04,0.000E+00,0.000E+00,7.148E-04,3.061E-04,1.111E+00,9.438E-03
57000,1.113980E+05,1.055017E+05,2.207E-03,0.000E+00,1.390E-03,3.075E-04,0.000E+00,0.000E+00,7.126E-04,3.075E-04,1.119E+00,9.438E-03
57600,1.113980E+05,1.055017E+05,2.202E-03,0.000E+00,1.395E-03,3.090E-04,0.000E+00,0.000E+00,7.104E-04,3.090E-04,1.126E+00,9.438E-03
58200,1.113980E+05,1.055017E+05,2.197E-03,0.000E+00,1.401E-03,3.104E-04,0.000E+00,0.000E+00,7.083E-04,3.104E-04,1.133E+00,9.438E-03
58800,1.113980E+05,1.055017E+05,2.192E-03,0.000E+00,1.406E-03,3.118E-04,0.000E+00,0.000E+00,7.061E-04,3.118E-04,1.140E+00,9.438E-03
59400,1.113979E+05,1.055017E+05,2.186E-03,0.000E+00,1.412E-03,3.132E-04,0.000E+00,0.000E+00,7.040E-04,3.132E-04,1.146E+00,9.438E-03
60000,1.113979E+05,1.055017E+05,2.181E-03,0.000E+00,1.418E-03,3.146E-04,0.000E+00,0.000E+00,7.019E-04,3.146E-04,1.153E+00,9.438E-03
60600,1.113978E+05,1.055017E+05,2.175E-03,0.000E+00,1.424E-03,3.159E-04,0.000E+00,0.000E+00,6.997E-04,3.159E-04,1.158E+00,9.438E-03
61200,1.113978E+05,1.055017E+05,2.168E-03,0.000E+00,1.431E-03,3.173E-04,0.000E+00,0.000E+00,6.976E-04,3.173E-04,1.163E+00,9.438E-03
61800,1.113977E+05,1.055017E+05,2.162E-03,0.000E+00,1.438E-03,3.186E-04,0.000E+00,0.000E+00,6.954E-04,3.186E-04,1.168E+00,9.438E-03
62400,1.113977E+05,1.055017E+05,2.155E-03,0.000E+00,1.445E-03,3.200E-04,0.000E+00,0.000E+00,6.933E-04,3.200E-04,1.173E+00,9.438E-03
63000,1.113977E+05,1.055017E+05,2.148E-03,0.000E+00,1.453E-03,3.213E-04,0.000E+00,0.000E+00,6.911E-04,3.213E-04,1.177E+00,9.438E-03
63600,1.113976E+05,1.055016E+05,2.140E-03,0.000E+00,1.461E-03,3.226E-04,0.000E+00,0.000E+00,6.888E-04,3.226E-04,1.181E+00,9.438E-03
64200,1.113975E+05,1.055016E+05,2.132E-03,0.000E+00,1.470E-03,3.239E-04,0.000E+00,0.000E+00,6.866E-04,3.239E-04,1.185E+00,9.438E-03
64800,1.113974E+05,1.055016E+05,2.123E-03,0.000E+00,1.480E-03,3.251E-04,0.000E+00,0.000E+00,6.843E-04,3.251E-04,1.188E+00,9.438E-03
65400,1.113973E+05,1.055016E+05,2.113E-03,0.000E+00,1.491E-03,3.263E-04,0.000E+00,0.000E+00,6.819E-04,3.263E-04,1.191E+00,9.438E-03
66000,1.113970E+05,1.055015E+05,2.101E-03,2.765E-07,1.504E-03,3.275E-04,0.000E+00,0.000E+00,6.794E-04,3.275E-04,1.193E+00,9.438E-03
66600,1.113968E+05,1.055015E+05,2.075E-03,1.186E-05,1.519E-03,3.286E-04,0.000E+00,0.000E+00,6.768E-04,3.286E-04,1.192E+00,9.438E-03
67200,1.113973E+05,1.055016E+05,2.063E-03,8.283E-06,1.535E-03,3.297E-04,0.000E+00,0.000E+00,6.741E-04,3.297E-04,1.190E+00,9.438E-03
67800,1.113979E+05,1.055017E+05,2.055E-03,7.325E-06,1.544E-03,3.309E-04,0.000E+00,0.000E+00,6.721E-04,3.309E-04,1.199E+00,9.438E-03
68400,1.113980E+05,1.055017E+05,2.052E-03,4.246E-06,1.550E-03,3.323E-04,0.000E+00,0.000E+00,6.703E-04,3.323E-04,1.211E+00,9.438E-03
69000,1.113981E+05,1.055017E+05,2.045E-03,6.052E-06,1.556E-03,3.336E-04,0.000E+00,0.000E+00,6.686E-04,3.336E-04,1.227E+00,9.438E-03
69600,1.113981E+05,1.055017E+05,2.040E-03,6.384E-06,1.561E-03,3.349E-04,0.000E+00,0.000E+00,6.668E-04,3.349E-04,1.247E+00,9.438E-03
70200,1.113981E+05,1.055017E+05,2.035E-03,5.846E-06,1.567E-03,3.362E-04,0.000E+00,0.000E+00,6.651E-04,3.362E-04,1.269E+00,9.438E-03
70800,1.113981E+05,1.055017E+05,2.031E-03,4.995E-06,1.572E-03,3.375E-04,0.000E+00,0.000E+00,6.634E-04,3.375E-04,1.295E+00,9.438E-03
71400,1.113981E+05,1.055017E+05,2.028E-03,3.543E-06,1.577E-03,3.389E-04,0.000E+00,0.000E+00,6.618E-04,3.389E-04,1.324E+00,9.438E-03
72000,1.113983E+05,1.055018E+05,2.024E-03,3.394E-06,1.581E-03,3.402E-04,0.000E+00,0.000E+00,6.603E-04,3.402E-04,1.356E+00,9.438E-03
72600,1.113983E+05,1.055018E+05,2.021E-03,2.808E-06,1.585E-03,3.415E-04,0.000E+00,0.000E+00,6.588E-04,3.415E-04,1.389E+00,9.438E-03
73200,1.113983E+05,1.055018E+05,2.018E-03,2.044E-06,1.589E-03,3.429E-04,0.000E+00,0.000E+00,6.574E-04,3.429E-04,1.422E+00,9.438E-03
73800,1.113983E+05,1.055018E+05,2.015E-03,1.803E-06,1.593E-03,3.442E-04,0.000E+00,0.000E+00,6.559E-04,3.442E-04,1.455E+00,9.438E-03
74400,1.113983E+05,1.055018E+05,2.012E-03,1.408E-06,1.597E-03,3.455E-04,0.000E+00,0.000E+00,6.545E-04,3.455E-04,1.485E+00,9.438E-03
75000,1.113983E+05,1.055017E+05,2.009E-03,1.075E-06,1.601E-03,3.468E-04,0.000E+00,0.000E+00,6.531E-04,3.468E-04,1.513E+00,9.438E-03
75600,1.113983E+05,1.055017E+05,2.005E-03,7.621E-07,1.606E-03,3.481E-04,0.000E+00,0.000E+00,6.517E-04,3.481E-04,1.539E+00,9.438E-03
76200,1.113983E+05,1.055017E+05,2.001E-03,5.071E-07,1.610E-03,3.494E-04,0.000E+00,0.000E+00,6.503E-04,3.494E-04,1.563E+00,9.438E-03
76800,1.113982E+05,1.055017E+05,1.997E-03,3.470E-07,1.615E-03,3.507E-04,0.000E+00,0.000E+00,6.488E-04,3.507E-04,1.584E+00,9.438E-03
77400,1.113982E+05,1.055017E+05,1.993E-03,1.351E-07,1.620E-03,3.519E-04,0.000E+00,0.000E+00,6.474E-04,3.519E-04,1.602E+00,9.438E-03
78000,1.113982E+05,1.055017E+05,1.989E-03,3.514E-09,1.625E-03,3.532E-04,0.000E+00,0.000E+00,6.460E-04,3.532E-04,1.618E+00,9.438E-03
78600,1.113982E+05,1.055017E+05,1.984E-03,0.000E+00,1.631E-03,3.545E-04,0.000E+00,0.000E+00,6.447E-04,3.545E-04,1.632E+00,9.438E-03
79200,1.113982E+05,1.055017E+05,1.980E-03,0.000E+00,1.636E-03,3.557E-04,0.000E+00,0.000E+00,6.433E-04,3.557E-04,1.644E+00,9.438E-03
79800,1.113981E+05,1.055017E+05,1.975E-03,0.000E+00,1.642E-03,3.569E-04,0.000E+00,0.000E+00,6.419E-04,3.569E-04,1.653E+00,9.438E-03
80400,1.113981E+05,1.055017E+05,1.970E-03,0.000E+00,1.648E-03,3.581E-04,0.000E+00,0.000E+00,6.405E-04,3.581E-04,1.661E+00,9.438E-03
81000,1.113981E+05,1.055017E+05,1.964E-03,0.000E+00,1.654E-03,3.593E-04,0.000E+00,0.000E+00,6.391E-04,3.593E-04,1.667E+00,9.438E-03
81600,1.113981E+05,1.055017E+05,1.959E-03,0.000E+00,1.660E-03,3.605E-04,0.000E+00,0.000E+00,6.378E-04,3.605E-04,1.672E+00,9.438E-03
82200,1.113980E+05,1.055017E+05,1.953E-03,0.000E+00,1.666E-03,3.617E-04,0.000E+00,0.000E+00,6.364E-04,3.617E-04,1.675E+00,9.438E-03
82800,1.113980E+05,1.055016E+05,1.948E-03,0.000E+00,1.673E-03,3.629E-04,0.000E+00,0.000E+00,6.351E-04,3.629E-04,1.677E+00,9.438E-03
83400,1.113980E+05,1.055016E+05,1.942E-03,0.000E+00,1.679E-03,3.641E-04,0.000E+00,0.000E+00,6.338E-04,3.641E-04,1.678E+00,9.438E-03
84000,1.113979E+05,1.055016E+05,1.936E-03,0.000E+00,1.686E-03,3.652E-04,0.000E+00,0.000E+00,6.324E-04,3.652E-04,1.678E+00,9.438E-03
84600,1.113979E+05,1.055016E+05,1.930E-03,0.000E+00,1.693E-03,3.664E-04,0.000E+00,0.000E+00,6.311E-04,3.664E-04,1.677E+00,9.438E-03
85200,1.113979E+05,1.055016E+05,1.923E-03,0.000E+00,1.700E-03,3.675E-04,0.000E+00,0.000E+00,6.298E-04,3.675E-04,1.675E+00,9.438E-03
85800,1.113978E+05,1.055016E+05,1.917E-03,0.000E+00,1.707E-03,3.687E-04,0.000E+00,0.000E+00,6.285E-04,3.687E-04,1.673E+00,9.438E-03
86400,1.113978E+05,1.055016E+05,1.910E-03,0.000E+00,1.715E-03,3.698E-04,0.000E+00,0.000E+00,6.272E-04,3.698E-04,1.670E+00,9.438E-03
